,208332578534_R01C01,208332578534_R02C01,208332578534_R03C01,208332578534_R04C01,208332578534_R05C01,208332578534_R06C01,208332578534_R07C01,208332578534_R08C01,208332571676_R01C01,208332571676_R02C01,208332571676_R03C01,208332571676_R04C01,208332571676_R05C01,208332571676_R06C01,208332571676_R07C01,208332571676_R08C01,202350980129_R01C01,202350980129_R02C01,202350980129_R03C01,202350980129_R04C01,202350980129_R05C01,202350980129_R06C01,202350980129_R07C01,202350980129_R08C01,203232494055_R01C01,203232494055_R02C01,203232494055_R03C01,203232494055_R04C01,203232494055_R05C01,203232494055_R06C01,203232494055_R07C01,203232494055_R08C01,208331235662_R01C01,208331235662_R02C01,208331235662_R03C01,208331235662_R04C01,208331235662_R05C01,208331235662_R06C01,208331235662_R07C01,208331235662_R08C01,23245908609_R01C01,23245908609_R02C01,23245908609_R03C01,23245908609_R04C01,23245908609_R05C01,23245908609_R06C01,23245908609_R07C01,23245908609_R08C01,208331712346_R01C01,208331712346_R02C01,208331712346_R03C01,208331712346_R04C01,208331712346_R05C01,208331712346_R06C01,208331712346_R07C01,208331712346_R08C01,208331710108_R01C01,208331710108_R02C01,208331710108_R03C01,208331710108_R04C01,208331710108_R05C01,208331710108_R06C01,208331710108_R07C01,208331710108_R08C01,208388304325_R01C01,208388304325_R02C01,208388304325_R03C01,208388304325_R04C01,208388304325_R05C01,208388304325_R06C01,208388304325_R07C01,208388304325_R08C01,208388302356_R01C01,208388302356_R02C01,208388302356_R03C01,208388302356_R04C01,208388302356_R05C01,208388302356_R06C01,208388302356_R07C01,208388302356_R08C01,208388300246_R01C01,208388300246_R02C01,208388300246_R03C01,208388300246_R04C01,208388300246_R05C01,208388300246_R06C01,208388300246_R07C01,208388300246_R08C01,208388235677_R01C01,208388235677_R02C01,208388235677_R03C01,208388235677_R04C01,208388235677_R05C01,208388235677_R06C01,208388235677_R07C01,208388235677_R08C01,208388306246_R01C01,208388306246_R02C01,208388306246_R03C01
cg00000363,-0.74733839659993,-0.737208204416776,-0.984338809242077,-0.670250042331618,-0.826769191207496,-0.919656822520393,-0.782333327486947,-1.20775088241367,-0.919055116311088,-0.533590678920783,-0.952595637199984,-0.875531090911368,-0.712269480470789,-1.1473021101908,-0.970562040075087,-0.88498497021314,-1.02471935113339,-0.967971447699262,-0.869628589354002,-0.953668604977048,-1.09908800332621,-1.00281797701986,-1.2716263315255,-0.73168963985631,-0.673281689959477,-0.877889564216852,-1.09106371405619,-1.04766862198692,-0.808155599860772,-0.727851166957137,-0.95921471617391,-0.851593316894436,-0.296734512746604,-0.871934717051805,-0.754171807794297,-1.13476885129999,-0.818484154530967,-0.836883053890658,0.296396126618777,-0.94176271821533,-0.996538176409195,-0.842542849771757,-0.817750424530753,-0.937226244860689,-0.826975521694525,-0.802600227153507,-1.07170840701882,-0.885452348614904,-0.930897510032436,-0.652141623661331,-0.896975781155156,-0.986449854659489,-0.839029510921389,-0.779795378547152,-0.935481889243231,-0.943733213642291,-0.49004466853658,-0.98681453068695,-0.957939325793352,-0.99863431820767,-1.08206898750588,-1.20291857678557,-0.855394425158437,-0.540209260059075,-1.11917338509527,-0.907907500497054,-1.06363043210977,-0.520394584755756,-1.12735446687132,-1.00193076024438,-1.04016045420678,-0.863019162715045,-0.704242464968326,-0.916384547609021,-0.0298288760510688,-0.849306015908856,-1.12304164056463,-1.69614708649557,-0.977423738328546,-0.947103363345866,-0.848386809813671,-0.901137534623361,-1.0827955372761,-0.931207247751759,-0.817824722233622,-0.983608401117028,-0.79233473455428,-1.09784714429928,-0.829222095929884,-0.497338514704401,-0.80495201921105,-0.700368078827983,-0.910183088924213,-1.06485216506646,-0.353695302944095,-1.05005565297378,-0.856356253383568,-0.82097240618519,-0.814558027173026
cg00000540,2.93208680667285,2.80692984982909,2.64682536657556,3.0603126253876,3.22798254230529,2.81772917952697,3.02406241996985,3.46641207986229,3.17067517388029,2.43776030399866,2.79353835875289,3.5169232510347,3.13796930166672,2.97532556984098,3.24825822390103,3.23536260616841,3.18137044294259,3.24950447252453,2.76867212795331,3.53225383202313,2.8708803886409,3.7076914608366,2.69986866891091,2.95378295699909,2.98714779901657,3.02495246342769,3.09121391321993,3.22034285398306,2.65379255199865,2.95165776646031,3.04820821831049,2.91460779632101,2.6571492544654,3.1507354602478,3.6721113934422,3.06554686143569,2.99063450906836,3.04570609032076,2.00676031188603,3.26238311639465,3.22698756113919,3.06305880342144,2.70177594435152,3.23401927635145,3.47053082237271,3.06786585616392,2.87931637827665,2.79547652845428,3.289876770112,2.86253200178924,2.81062574082603,3.43440160736834,3.35899008788206,3.2182283422554,3.35215830774128,3.12487431429661,3.59645660228203,3.08900593283129,3.33341485394407,3.40935143419059,3.42440643925301,3.12531285605606,3.57163277297911,3.00070844200472,3.24652839396722,3.04204708825241,2.65738002553618,3.09766191620408,2.86349856449436,3.32160719740942,2.75350527710562,3.23272670317434,2.9749925173745,2.97739296387044,3.25243035936933,3.18295132890511,2.6359452956053,2.18166073038519,3.36901383607134,3.41583258354552,3.55907698317713,3.39449036329497,2.85867687979798,3.4627115938341,2.86993514499493,3.22385309989795,2.89396693456064,3.47116802013726,3.44212984947738,2.21098539417168,3.75995894266677,3.77847326643528,2.70770367323369,3.66813110343999,4.29323921290025,3.63112525708114,3.2241673289955,3.22258013193672,2.7671952859218
cg00000579,5.75585053788299,6.12052640819996,6.3030140982838,6.30496202490274,6.04291972394406,5.58377408229493,6.48462116129513,6.00222646143864,5.63606663859643,6.57169729633621,5.18878893102918,5.87548768133192,5.96113470257011,6.09518792913025,6.19490862978349,6.04034329541959,5.80132766926131,5.75211351659076,5.55798017944478,5.27402526189781,5.63766860873514,5.66452987587785,5.99822390047076,6.44689837469169,6.01204604143776,6.1365077088547,5.95201785249863,5.78529000939852,6.00415830992506,6.39058046855412,6.59009414857271,6.88701813795862,6.18172194336875,5.85607751338613,5.87781364320615,6.13705961336152,6.23024435158337,5.9198365668714,6.47577169627469,6.75611286833912,6.45026998534985,5.58979934859002,5.91288293461882,6.76604226081337,6.20458708884776,6.02065988353025,6.37820632464015,6.50877375622886,6.19347149566879,6.19275310834394,6.20340025755479,6.0156829173912,6.10505416075949,6.79010490974789,6.18068329120325,6.84809250661493,6.11015479910007,6.22353963673513,6.27605003729511,5.65252742023895,6.40317973468643,6.21759780651894,6.71460675539483,6.77339310194753,6.37871905205431,5.98901458647481,6.38098347918557,6.1397823277382,6.62654359460013,6.31703560789422,5.98625064341004,6.19152387252647,4.67358705009276,6.30161715148692,6.45566614978639,6.06587606026112,6.32607179569275,6.63665024905245,4.23367177360693,6.36814282280627,6.11985252517002,6.2349110161781,6.00939710691013,5.97497666496303,5.80836536326415,6.37236547063332,6.46995112745741,5.87507485327458,6.35327882053094,6.17906321496837,5.91359569461137,5.89090731059993,6.20518931755254,6.07759325266457,6.46533858844259,6.30684419558691,6.5382426144434,6.01480864311422,6.15862443433254
cg00000596,1.44978830042382,1.31223423518412,1.43324608492042,1.29196684702405,1.4443483473654,0.953379617734365,1.70841341438891,1.25484371372731,1.4452158621097,1.42493026903726,1.34140948162239,1.29374723697456,0.945881341750433,1.82244050809518,1.294296483762,1.38637306804061,1.36879432745805,1.59683075529283,0.608129278290761,1.22261122026279,0.927027583016228,1.32258669989518,-0.639278161578332,0.952093890613837,0.686240998887438,1.11786432796053,1.2099868851485,1.72965135957807,1.24618955950662,1.04349570843939,1.34137715706746,1.27788206689998,1.19420929278069,1.55841698182277,1.22748555002525,1.44938307131465,1.50586140313944,2.08341569586802,0.524138241164943,0.701221916582109,0.954734876862403,0.99866915060124,0.557750427671006,1.27892142749965,1.39433777414045,1.03440808089676,1.10977782301971,-0.155968192016154,1.11414864182437,0.825126132557359,1.16544335484166,1.16614895330007,1.04501759987706,1.28589894533618,1.32135242651416,1.42062394122759,2.178969329807,0.844621254586077,1.26923803607128,1.05217771748824,1.81016135279211,1.67428956684599,1.62825395543981,1.28453464662257,1.79651167284837,1.64060034759366,1.2556833842051,1.59520846715546,1.51202007566553,1.336125926165,1.54294877433269,1.09416779559895,0.715713910815378,0.982247661863622,1.7397987246079,0.919185748382835,1.26407400086702,0.89827978575158,1.85140577384021,1.75312883106886,0.0219113799539599,1.51212243423312,1.13506301395104,1.14616607620598,0.911915836742207,1.52237582297085,0.808173946782283,1.55942128428461,1.43065076600287,1.81863457224539,1.8784583945544,1.25850118768276,1.17276305209919,1.53561138690356,1.22769526827493,2.24852182837497,1.44175158909469,1.16736206843133,1.58635322006552
cg00000622,-7.73715235145711,-7.72045620710884,-7.80480194553177,-7.95368948425971,-7.784796762755,-7.76378492455128,-7.95388859915887,-7.85813195700513,-7.67260519639898,-7.62473506633951,-7.86403939252081,-7.82151771391045,-7.85156129203678,-7.9054201479626,-7.88976842119053,-7.96580848016875,-7.54334459830358,-7.59101797993444,-7.63187143804065,-7.76187256375911,-7.70760310849273,-7.7795535038364,-7.78619380607575,-7.98797868920552,-7.59517520117691,-7.66783179497931,-7.63487304064129,-7.761527837409,-7.685392222553,-7.8471159333645,-7.85158241387416,-7.95312374702043,-7.51871419651817,-7.71808109281192,-7.73037298942837,-7.6923798901603,-7.65379360995793,-7.5380450951855,-7.8009447708917,-7.95459419932299,-7.61259484773798,-7.58001209492133,-7.55442943325767,-7.62390538662482,-7.71390008793543,-7.74802999441568,-7.67266378984357,-7.70101301786273,-7.55249599840779,-7.54766156987739,-7.62853865266257,-7.64716886097556,-7.87323224652351,-7.69948954168141,-7.64817712187536,-7.74479967569463,-7.45481731991282,-7.59685712209976,-7.6443472698866,-7.77669421871837,-7.71861663227946,-7.75669115029768,-7.64480126457514,-7.77321016539247,-7.35146407968145,-7.55377453281332,-7.68064431588983,-7.73720126108471,-7.69463370247428,-7.81789729123328,-7.74326161380602,-7.80827736016927,-7.37943587525869,-7.52640940240574,-7.59472519763522,-7.7347378352322,-7.73610644562162,-7.75941168891785,-7.79273171856528,-7.64606606479214,-7.35815849375897,-7.49933973996646,-7.45436765035952,-7.64538795204624,-7.53666755662616,-7.69708285692464,-7.62194520264036,-7.76655204936857,-7.30802711872353,-7.61404034710836,-7.58963875013627,-7.52829825100474,-7.57694984610916,-7.59994776119973,-7.46873394791694,-7.52263748482741,-7.4362880214211,-7.71994953832766,-7.46395282924239
cg00000658,2.93701699997413,2.69317862201769,3.4939360208504,3.06242398355172,3.19476460603937,4.14483847890788,2.38249276590388,4.23601141909967,3.29691740800586,3.63569765377441,3.79212542814625,3.73090634478679,3.67547162101065,3.15007330418907,3.61517811123811,3.57635685032148,3.62064660631077,3.3101126004934,3.4588805916658,3.27889529323469,3.4181707864961,3.84655641595646,2.96781257177233,2.58046518488258,2.82865306644627,3.13004391715167,2.88651618832703,3.04943120981803,3.68828144104364,3.16813122835338,3.51509476061657,3.34501648446551,3.43498871804916,2.99188552803488,3.33470664377809,2.91232337644299,3.0833813792241,3.7075559526054,3.33211431675541,2.98949337785057,3.34317818668569,3.57043533574365,3.83123577708804,3.20777691627242,3.64847397573759,3.54960592980302,3.53854039212306,3.04104587376532,2.27758413718042,3.32389785232733,2.73682167905248,2.93116341620531,3.08877612374471,3.21188308597763,3.74989748015951,3.23872449475006,2.9449167646974,3.44851405220186,3.77022224807917,3.23340677722396,2.89528233273484,3.31226250746011,3.7436505569678,3.22550224052176,3.46717649125173,2.81976081717494,3.64757775402612,3.46931931399446,2.87936785722682,3.05666323521348,3.0020189378436,3.12509218208349,3.69903518890763,3.25683967480264,3.35811266801244,2.99118857973656,3.58805332545626,2.90621534134631,3.54711791341131,4.26155876623267,3.01637110687303,3.44795264061899,3.01262634736743,3.14578773857458,3.12244058558248,3.5183462526751,3.5652696658946,3.87219383106668,2.65007187705389,3.03504988182715,2.9161882584413,2.74161577231619,4.02879828417498,3.6088183034802,3.27189579018062,3.12884862301115,3.0039173804654,3.3020293904911,2.69477002599399
cg00000714,-1.92428826256827,-2.41364522501632,-1.97101655459004,-2.15944611517334,-2.51195549054767,-1.8902232538227,-2.21639986620368,-2.05486883786048,-2.00454656762857,-2.11451571515207,-2.24288068159183,-1.84137867433411,-1.96256421769455,-2.15649443209645,-2.53103190622873,-1.92289895938454,-1.77652385155879,-1.99064413286946,-1.67611771389947,-1.92806878748928,-2.29082133914622,-2.02613832778971,-2.26629776626599,-2.46723024373466,-2.13511486687095,-2.17139716600786,-1.9008972863084,-1.90503582141138,-2.03313388967881,-2.10426437400314,-2.32332080686263,-2.55424333997677,-1.90468154165522,-1.86071191403105,-1.96378310060328,-1.96308701084767,-1.80585015512085,-2.34379806973221,-1.89799106219736,-2.23396055540195,-1.86014062388147,-1.74197400412573,-1.6237656063576,-1.69585767595783,-2.04982936463394,-1.908733937968,-2.13692270344341,-2.08594664624589,-1.5699473597889,-1.54891560128796,-1.9398028771734,-1.77589443634608,-1.79230489722037,-2.3117596907104,-2.0299988585503,-1.79812708312097,-2.24865093538706,-2.08782772858675,-2.27972341159143,-1.81238282669606,-1.94816057210931,-2.41172590643509,-1.52743771134157,-1.97489404354206,-2.12674477089573,-1.85954909762812,-1.7340621474166,-2.00328959776793,-2.26150983554428,-2.23860274620761,-1.69282734283588,-1.81706103225386,-1.73551433858409,-2.08621312225124,-2.02353458160718,-1.76469298410441,-1.96541850346552,-2.37445591318347,-1.79332157965161,-2.11345311074355,-2.17576410622134,-2.03656560303728,-1.79369966513272,-1.92407675097723,-1.90948768356196,-1.71287208189335,-1.89495398828185,-2.13518097491856,-1.7610343688965,-2.14412120405887,-2.28457698094983,-1.86387220966836,-1.88948002311201,-2.2117678051763,-2.1953225207726,-2.2312347367953,-2.07166222628252,-1.9134962826665,-2.20169107994777
cg00000721,4.9919541124966,5.29642470916848,5.55077664200757,5.3924484484001,5.36475561906731,5.96674555886808,5.64158827421275,5.81562719536492,5.17375560583452,5.59844498229238,5.51720644818164,5.86481782476941,5.26960074147481,6.18866429266177,6.11764824287023,5.86268867277584,5.66452223113266,5.25396857101557,5.99169791053069,4.77266714056284,5.61528107734314,5.68691852357349,5.45008984335452,5.87320589182781,5.76897729768549,5.77422785038416,6.08321340038773,5.43944504739328,5.8508881850865,5.86543192187749,5.90849966196414,6.36125175243749,5.22782140611044,5.73953452595365,5.91941719169658,5.86395006832147,5.51409204596326,5.62902456669781,5.81899811073379,6.22534234289898,5.41821959501262,5.17037736134193,4.97041435696063,6.03496177168515,6.19777181243034,5.4794796909691,5.17437844989756,5.66735400147118,5.72076640455057,5.14961718843018,6.34628389477367,6.03567524970515,5.70019079460778,6.00229481130147,6.14582240462203,6.12215139968804,5.19738698125641,5.92243834557839,6.18909221547644,5.89454414110673,5.61646792988938,5.28675910317339,5.97076078473784,5.84812025180281,5.76109532108415,5.59368054419962,5.66189772055512,6.02528592488181,5.87293056564879,5.89704509140304,5.70878717008194,6.03217908691086,4.97602056166064,5.64307088411762,5.68844601481451,5.6233151538204,5.78841147248159,5.62358849888941,5.96409323288278,6.13859406706133,5.25460752320008,5.56141369615365,5.78873498348111,5.99230768702328,4.88199505592103,5.93067588507608,5.82639662205394,6.27341463894261,5.74582077382758,5.76035209971542,5.6202786493984,6.05550583970511,5.66544186347525,5.48835025864506,5.81512074738836,5.77533689938873,5.77268288018987,5.91935951378368,5.90272764140931
cg00000765,3.45585430883027,3.67542452463211,4.05194206401858,3.22267683783949,3.96164282766334,4.12791961899961,3.32286247990467,4.21415850189115,3.7963505860636,3.90666314422145,4.56164040628504,3.83791522956093,4.27629594353488,4.51967292563859,3.87341685342594,4.24562164102414,3.93042447436256,3.85678311019164,4.42645106990892,4.3881691769573,3.51740556538727,4.36818005635419,4.16048627903838,3.93738533419595,3.43642385558909,3.89740784015101,3.71189032238595,4.52490912022262,4.1818016507643,4.46661029391061,3.72845498317527,3.958594413495,4.00962207750089,4.31938576209627,5.01263752009433,4.16708243352384,4.0525453640513,4.4188080007866,4.23915320192383,4.23574974858277,4.23732588847994,4.21194753881536,4.32529175432138,4.2969809983052,3.92364092411139,3.45038148176259,4.27338565186962,4.50783170738398,4.47215253287905,4.12595915502982,3.68016067071584,3.76240653617477,4.45669310968751,4.16309729659144,4.12636669477795,4.13217615450422,3.84348711335725,3.65169425784427,3.78225982411225,4.11767844504818,4.11525819786998,4.08397316709842,4.13026884946205,4.14009893911104,4.49876648685606,3.88042327599654,3.82956264836689,4.31245502032666,3.923863166432,4.08808614967328,3.95081165878725,4.60673394289788,4.15719494197758,4.22420949886196,4.25346097494448,3.91823410154615,3.44311181808479,3.74306593335633,3.87378283561901,4.33367937983418,4.03875662137426,4.28442530205074,3.31528422043667,4.02454841223075,3.9240517592876,4.27709808399693,3.71238118247867,3.86278278386926,4.01255860395525,4.34827295280017,3.96302084529506,3.93031316924696,4.31161262341128,4.51217897240103,4.23874580090343,4.41474536597098,3.72928640781299,3.77043845206194,4.26883200111896
cg00000769,-7.7995311599339,-7.68134271009098,-7.73588981283362,-7.56337021122831,-7.89905639669622,-7.93741171374938,-7.99404929484549,-7.94369049067683,-7.82583224259396,-7.6995111075717,-7.83501463944747,-7.92083635077388,-7.82704825268664,-7.58278324890829,-7.85837641750975,-8.12626861555541,-7.48968969829495,-7.3775034357998,-7.81462023353349,-7.61828209868614,-7.58236931778923,-7.66370271783435,-7.88064160695749,-8.2232301757647,-7.42040372931892,-7.71561591416142,-7.58939091156214,-7.57702920797066,-7.47811935685649,-7.76469168420481,-7.5840681187836,-7.91078445690008,-7.61855747751142,-7.72596224867645,-7.62120529806825,-7.46020526333029,-7.73527212609836,-7.7129988001587,-7.73503545105492,-7.95711017694852,-7.56647550170883,-7.54228506584624,-7.31219742545759,-7.39300503535948,-7.66621596980719,-7.58715754674134,-7.35807661146182,-7.6706872917918,-7.58790348735318,-7.45270078059818,-7.65831911206388,-7.40027669049651,-7.39406065709315,-7.79924627280744,-7.59873324721876,-7.67391330601913,-7.61930721024937,-7.44246620315114,-7.40271679217639,-7.72506196917282,-7.54713224818056,-7.53093074639641,-7.75445402517388,-7.96851711434514,-7.79937403079766,-7.83115896997774,-7.92246292434971,-7.91633561801711,-7.97079182667329,-7.87578846317338,-7.79511022400517,-7.95505483825233,-7.65848483834052,-7.66328834129767,-7.57934184231197,-7.85532014832084,-7.53783401872689,-7.81599079569773,-7.90925954920277,-8.09220627814489,-7.52927418303479,-7.20459635785388,-7.56964293529704,-7.51277789836696,-7.24336603218545,-7.31454721372099,-7.58092184327536,-7.89105941464322,-6.99154593728628,-7.34704492132409,-7.39143170816571,-7.43416026169893,-7.76810405299059,-7.57269243937415,-7.24238159636512,-7.57268184137339,-7.61318268979952,-7.51930787611446,-6.94124220021742
cg00000776,0.546310067558214,0.260957408528884,0.601365970534867,0.378630997947371,0.24982222396748,0.74895646347856,0.104016533122354,0.54928629264415,0.668851839434299,0.57384712597951,0.3250194301413,1.03083438585411,0.957987184660772,0.134161034668198,0.337773428244602,1.30037554729564,0.689958780112178,0.269724624750474,0.32356509917372,1.19069296160857,-0.0155377517622456,0.851035531682661,0.776216323820916,-0.107742254670291,0.288769585201098,0.868683736237599,0.463593011772103,0.901649823381222,0.562444860438434,0.401953683963978,0.250594315819891,0.365980545115859,0.624710808369548,0.881589343410873,0.981623535028376,0.283065367210748,1.11667450240524,0.150405827107859,1.17004736473562,0.616460428472648,0.573467404098266,0.862408226371031,1.58336485231521,1.07601048593218,0.475075499152401,-0.0488954961070328,0.501793828826876,0.470687869317847,1.93533130589488,1.33672676756252,0.603283663897821,0.412274192720106,0.776563491296511,0.831879607412731,0.585086412653555,0.829209332088712,0.51999421245651,0.89122601146526,0.134680832199034,0.582790748834835,1.09458432186494,-0.170596415460629,1.7769005208625,0.883809778981869,0.245786797664398,1.06762361466781,1.36409146388135,0.575322065323976,0.675472275796204,0.954681444276942,1.18895102037437,1.05574618727489,0.742502294693365,0.331646410507266,0.532522976444844,0.82407117906759,-0.0231482958855845,0.670966400829773,1.69137503175966,1.55171404861356,0.434385678961061,0.384680959385367,0.485262479510285,1.11214053680587,1.42129315054513,1.68865740262354,1.35208600260377,0.658264751251225,1.68581055642811,0.927387472498088,1.07475630814398,0.629563880040986,0.857578195127222,0.0751758095594152,0.811557997658378,0.139580332843541,0.768241722398827,1.06537282252344,0.0184303591230645
cg00000884,4.38704912682639,5.32975698333344,4.46432034780119,5.34905907366292,4.54375111000689,5.27178571197825,5.20881611964789,5.31096159749282,4.32380066711806,5.04561891151191,4.8186790324258,5.18736074915751,4.52106556305583,5.47372439239864,5.13028046259188,4.69488003706022,4.66880187382869,5.44590548765653,4.25560648923315,5.2891014582254,5.18358651994815,5.04019853159235,5.20764378011119,5.49540129009999,5.07179406066621,4.75066872026306,5.13874631494165,4.90093432583774,5.2063381817945,5.12598696509775,4.75467545627547,5.11397753993586,5.06320823235025,5.50966418848579,5.35726801239824,4.64674575185643,4.94464632726024,5.09071013675405,4.98947750157747,5.25827947938717,5.36732840721816,5.13554224107231,4.47326383402074,5.00346507228838,5.36171391369595,4.59660813440947,5.11443312420983,4.60409588690954,4.89628279370272,5.12840742768181,5.15249302525147,4.92279589397689,5.50606833266153,4.13985995767681,5.16696212358863,5.25135601170935,4.45492417005598,4.98579515785071,4.8213621198147,5.32693417286905,4.90563501746382,5.31088887635098,5.18867803454597,4.56216893226586,5.31993396729881,5.11861336877066,5.35267027295685,4.54292869530035,4.50006109412017,4.69068572746937,5.30441071032706,4.62222602460913,4.96735549166202,4.18003045956587,4.428876830202,5.19027999467116,5.23683233805763,4.78069353323027,5.3604110435446,4.51538960854858,4.87917375309814,4.99574770009213,5.36485330828722,5.0380143665782,5.48000908311443,5.35829114720777,5.06614808982678,5.32940090977457,4.88927417352738,5.06714813050684,5.312849415772,5.05752562276371,4.86020089423367,5.34623819357108,4.98220222884265,5.06944539417893,5.14346631327971,5.41085333140902,4.61463209368875
cg00000905,-4.41011962874861,-5.54036861570417,-4.61335852767363,-4.88797186760929,-4.48493863411031,-4.48631297882352,-5.14360781622022,-5.89601116688358,-6.04976289392801,-4.89090876724417,-5.0061400384627,-5.06791614303357,-3.8346875695081,-4.23285166180232,-4.32291549603643,-4.36708285079976,-5.44648839844911,-4.28799168198633,-5.75427668179026,-4.95991716476259,-3.98621011003196,-4.34489501102115,-4.45385076628868,-5.5690242417165,-4.51197307834806,-5.14504230617604,-4.66138976513096,-5.02577492379698,-4.98087237030019,-5.74968551867469,-5.2839433503859,-6.35731022767654,-4.65325511714392,-5.14070393883177,-5.47127193851442,-4.74344000263395,-5.7930272092512,-4.35636381981721,-4.36446066499209,-4.85144388709832,-4.6738917164025,-4.8805554135664,-3.75143595978639,-4.24173576627065,-5.60902679487981,-5.01182418964332,-4.96411836051693,-4.86345362780743,-4.60261635072207,-4.09430623564885,-4.61067001266822,-4.77500505665272,-5.17460376255539,-5.12448256098631,-5.67283358619465,-4.6523340471022,-5.5526293776909,-4.43971332271794,-4.23281998292491,-5.14846221838856,-4.84540791906211,-4.77264368331817,-5.43782248819614,-5.32103700585563,-4.58618051848852,-3.9549020928309,-5.22348587506464,-4.32655756078689,-4.30650893635604,-4.62545321653788,-4.75316174365918,-4.45713437034188,-4.56227817865261,-4.55223067384881,-3.94722069967718,-4.77869714633879,-4.61309906126339,-4.51805648738302,-4.09964132801998,-5.10315948584094,-4.76652374398776,-5.13801250755678,-4.23716404400429,-3.77526532026642,-3.99987944489632,-3.74631907008716,-4.6385748911382,-4.62671271999027,-4.63050221618311,-4.8559325188064,-4.69471919452312,-4.1422558116968,-6.00736037240388,-3.89051494290882,-5.02325467605689,-3.87954049087251,-4.13611845470642,-5.00834156205568,-3.91406891746443
cg00000948,3.4667056537835,2.91267108934179,3.10331704543326,3.23255957180831,3.30381499846515,3.44669376576231,3.02358131137311,3.27721808437248,3.25302693314324,3.18148997612248,3.15006805910153,3.10788920991318,3.08308651957599,3.23360473986233,3.11423079812417,3.16067340523934,3.15340087886015,3.38862483079328,3.07150298727633,2.98472186665485,2.94682626503133,3.47827807235361,3.57790553910708,3.3789048188745,3.2335117044306,3.24583016118228,3.08077473354851,3.08590834999669,2.99896340897955,3.43414142110479,3.19262033822622,3.03498092069292,2.92211514749496,3.20757649207727,3.1833423531435,3.15060645860007,3.49429284973879,3.12067249065045,3.94551610995207,3.46610382886759,3.22321904594983,2.92410268309652,3.43032737939077,3.59367178334028,3.35561197218608,3.28316641947126,3.44239874849755,3.453269968952,3.65502031506198,3.29260524322847,2.96202529419785,3.17742291898275,3.21176942613168,3.28528432096862,3.37459012896257,3.58200852622852,3.40655980557529,3.2775896175094,3.02172163983963,3.18741083795497,3.3086093676382,3.22350099602152,3.24749470367893,3.66859216106648,2.95981750245083,3.49496928993321,3.3357410593367,3.27132432624689,2.86276231293128,2.79021984111632,3.28943305224132,3.19397335647023,3.17416695665536,3.19091770147936,3.29442380121308,3.32032911157344,3.26052704663058,3.23984595947913,3.34212446733966,3.47792958244752,3.21288152766993,3.12488163885633,3.00872370989097,3.28871123082432,3.28809501340386,2.95192891345666,3.28184507400588,3.26860506327992,3.43140377811565,3.33216330145685,2.80926837918736,3.26452852412522,3.32124836133309,2.9829696628195,3.25667284231055,3.15330732133018,3.22729820793817,3.1824708084779,3.11163350684187
cg00000957,3.85087434580197,3.43076679889843,3.87217244128829,3.9316998665566,3.92076365578896,3.81389708722818,4.85325086504421,4.0472885021821,3.73766478810825,3.43523858609199,3.63913002585809,3.17926046600284,3.77084257312733,4.90642732604016,4.13636178466914,4.76303285353405,3.87312832404731,3.45853905046251,3.73549567001066,4.01451838193496,3.6570069420941,3.89811191146232,3.7835133288259,3.79442745776515,4.25477926640695,4.14560634866226,3.47780852928186,3.93965686014047,3.94604143996949,3.59090533304866,3.50652332277182,3.35538980888617,3.41774725662243,5.10678045453337,4.07125354401414,3.69008366156712,3.81822593315438,4.0415066968238,4.83092573763428,4.08689151272006,4.60757872520443,3.38100659678628,4.25904235821337,4.61854226442521,4.14505395042724,4.76586437068226,4.36533706536461,3.84541918511722,3.64471144812893,3.70365363224665,3.92264394384421,4.43307318470605,3.67664404471777,4.12188187000787,5.25240286268128,4.4298498939345,3.61792884380526,3.52159093593469,3.68264356312058,4.01191235828172,4.20103387069472,3.43138356594015,4.41523278255983,3.64763683984223,4.45959507050013,3.99855049705752,4.06394646377427,3.6030617018262,4.23429842560259,4.18058365843512,3.76663549344979,4.18808655923148,4.06043482151865,3.7009958453815,3.46721919508288,4.03538864251999,4.00320080834025,3.73584289555659,4.31648301675357,5.5713048355993,4.53895833215185,4.02647593617871,4.36238390685022,4.70033083442728,5.26494912870872,4.15637069889747,3.32619337854553,3.82461830435321,3.9368340648402,4.25158042965705,4.85027341797716,4.28851083669419,5.16816328045481,3.76409649216912,3.43195933912717,3.731932466693,4.31493388675003,4.80518685984429,3.90101761242279
